DateTime,AddedIPs,RemovedIPs
1588083721,24,0
1588084921,1,0
1588086121,17,0
1588087321,3,0
1588087922,8,0
1588088521,1,0
1588089721,7,0
1588090321,1,0
1588090922,5,0
1588091522,51,0
1588092122,2,0
1588092722,3,2
1588093321,8,0
1588094521,16,0
1588095721,3,0
1588096321,46,0
1588096922,7,0
1588098121,27,0
1588099322,50,0
1588101121,9,0
1588101721,1,0
1588102381,11,0
1588104121,19,0
1588105321,31,0
1588105922,15,0
1588107121,18,0
1588108922,1,0
1588109581,1,0
1588110121,51,0
1588111321,7,0
1588112522,35,0
1588113121,11,0
1588113721,10,0
1588114921,36,0
1588116121,17,1
1588117321,5,0
1588118521,34,0
1588119121,13,0
1588120381,6,0
1588122121,37,0
1588122721,13,0
1588124521,18,0
1588125721,55,1
1588126921,70,0
1588128121,1,0
1588128722,20,0
1588129321,30,0
1588131721,8,0
1588132922,3,0
1588133522,8,0
1588134121,4,0
1588134782,21,0
1588135321,1,0
1588135921,30,0
1588136521,38,0
1588137721,28,0
1588138321,12,1
1588138382,2,0
1588138921,3,0
1588140121,23,0
1588141321,15,0
1588142521,1,0
1588143121,1,0
1588143721,6,0
1588144921,7,0
1588146122,18,0
1588147321,12,0
1588148521,27,0
1588149121,5,0
1588149721,2,0
1588150321,2,1
1588150921,7,0
1588151521,2,0
1588152781,26,0
1588153322,18,1
1588153921,1,0
1588154521,1,0
1588155122,10,0
1588155721,4,1
1588156321,1,0
1588156382,8,0
1588156921,6,0
1588157522,3,0
1588158122,22,0
1588159321,43,0
1588160521,11,1
1588161722,9,0
1588162361,2028,329
1588162921,11,0
1588163582,39,0
1588165321,44,0
1588165922,4,0
1588166522,1,0
1588167181,9,0
1588168322,3,0
1588168921,1,0
1588169521,1,0
1588170121,16,0
1588171321,33,0
1588171921,4,0
1588172522,2,0
1588173122,1,0
1588173721,0,1
1588174321,13,0
1588174921,34,2
1588176122,1,0
1588177321,2,0
1588177922,14,0
1588178521,6,0
1588179121,37,0
1588179721,2,0
1588180321,2,0
1588180921,2,0
1588182721,20,0
1588183321,9,0
1588183921,5,0
1588184521,17,1
1588185722,10,1
1588186921,10,0
1588188121,10,0
1588188721,12,0
1588188782,1,0
1588189322,14,0
1588191122,37,0
1588191721,20,0
1588192381,1,0
1588192921,12,1
1588193521,1,0
1588194122,21,1
1588195321,1,0
1588197121,51,0
1588197721,13,0
1588198321,3,0
1588198921,12,0
1588200121,23,0
1588201321,17,0
1588202522,8,0
1588203721,7,0
1588204922,4,1
1588205521,10,0
1588207322,15,0
1588207921,2,0
1588208521,37,0
1588209722,4,0
1588210922,1,0
1588211521,50,0
1588212121,15,0
1588213921,25,0
1588214522,22,0
1588215722,27,0
1588216322,23,0
1588216921,17,0
1588218721,27,0
1588219321,7,1
1588220521,3,0
1588221121,10,0
1588222321,5,0
1588224121,15,0
1588224721,1,0
1588225922,1,0
1588226521,1,0
1588227122,2,0
1588227721,1,0
1588228382,10,0
1588230121,46,0
1588230721,15,0
1588231321,19,0
1588232521,14,0
1588233121,4,0
1588233722,37,0
1588234921,11,0
1588236121,2,0
1588236721,4,0
1588237321,39,0
1588237921,13,0
1588239181,1,0
1588239721,50,0
1588240321,57,0
1588240921,2,0
1588241521,1,0
1588242121,12,2
1588243321,22,0
1588244521,1,0
1588245121,9,0
1588245721,2,0
1588246321,0,1
1588246381,37,0
1588246922,27,0
1588248121,10,0
1588248721,12,0
1588249483,2342,428
1588249982,2,1
1588250521,46,0
1588251121,1,0
1588252321,51,0
1588252921,13,0
1588253582,2,0
1588254121,8,0
1588255321,16,0
1588255921,8,0
1588256521,0,1
1588257121,1,0
1588257182,61,0
1588257721,21,0
1588258921,13,0
1588259521,1,0
1588260121,60,0
1588260721,10,0
1588261321,12,0
1588262521,33,0
1588263122,20,0
1588264382,19,0
1588266121,8,0
1588266721,9,0
1588267321,8,0
1588267922,15,0
1588267981,1,0
1588269121,1,0
